Event	ID	Name			Wwise Object Path	Notes
	152670193	startKnockingEvent			\Enviroment\startKnockingEvent	
	431971085	Play_Keypad_Error			\Enviroment\Play_Keypad_Error	
	511968160	Play_Light_OnOff_Event			\Enviroment\Play_Light_OnOff_Event	
	842992288	Door_SFX_Event			\Enviroment\Door_SFX_Event	
	967859696	Horror_Ambience			\Enviroment\Horror_Ambience	
	1093999139	Play_RainAndThunder			\Enviroment\Play_RainAndThunder	
	1188660949	Play_DoorSlamOpen			\Enviroment\Play_DoorSlamOpen	
	1445251746	Play_ClickButton			\Enviroment\Play_ClickButton	
	1510976581	Flashlight_OnOff_Event			\Enviroment\Flashlight_OnOff_Event	
	1755859644	Play_EndingMusic			\Music\Play_EndingMusic	
	1856817241	Stop_Knocking_Event			\Enviroment\Stop_Knocking_Event	
	2196500881	Stop_Eyes_Closed			\Enviroment\Stop_Eyes_Closed	
	2660246561	Play_Keypad_Correct			\Enviroment\Play_Keypad_Correct	
	2797432074	Stop_Light_OnOff_Event			\Enviroment\Stop_Light_OnOff_Event	
	2870446976	Play_WomanAmbience			\Enviroment\Play_WomanAmbience	
	3074142683	Play_Eyes_Closed			\Enviroment\Play_Eyes_Closed	
	3483129277	Enter_Reverb_Zone			\Enviroment\Enter_Reverb_Zone	
	3582431873	Play_IntroMusic			\Music\Play_IntroMusic	

Switch Group	ID	Name			Wwise Object Path	Notes
	83357616	WomanState			\Default Work Unit\WomanState	
	423758775	FlashlightSwitch			\Default Work Unit\FlashlightSwitch	
	1504742439	LightSwitch			\Default Work Unit\LightSwitch	
	2168380830	DoorSFXSwitch			\Default Work Unit\DoorSFXSwitch	

Switch	ID	Name	Switch Group			Notes
	1874288895	Idle	WomanState			
	3782157712	HitDoor	WomanState			
	930712164	Off	FlashlightSwitch			
	1651971902	On	FlashlightSwitch			
	930712164	Off	LightSwitch			
	1558276990	Flick	LightSwitch			
	1651971902	On	LightSwitch			
	136945955	Locked	DoorSFXSwitch			
	3012222945	Closed	DoorSFXSwitch			
	3072142513	Open	DoorSFXSwitch			

Game Parameter	ID	Name			Wwise Object Path	Notes
	191147360	RTPC_LightState			\Default Work Unit\RTPC_LightState	
	1863449742	RTPC_DoorState			\Default Work Unit\RTPC_DoorState	
	2692556666	RTPC_KnockingIntensity			\Default Work Unit\RTPC_KnockingIntensity	
	3666827266	RTPC_WomanState			\Default Work Unit\RTPC_WomanState	

Effect plug-ins	ID	Name	Type				Notes
	171181839	Keypad_Correct_Door_SFX	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS_Security Door_1_64116160.wem		\Actor-Mixer Hierarchy\Items\Keypad_SFX\Keypad_Correct_Door_SFX		612780
	199820693	HighKnock_4	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Hard With Fist_BE733C9D.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\HighKnock\HighKnock_4		527592
	207794992	Into_audio	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Into_audio_v2_818F3B66.wem		\Actor-Mixer Hierarchy\Music\Into_audio		7124012
	220019224	HighKnock_1	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Door Knocking Slight Rattle_FEB3E9FC.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\HighKnock\HighKnock_1		375464
	268669544	MediumKnock	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Wood Door Knock_FBC78EF0.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\MediumKnock		1294432
	293863672	Flick_08	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_4A47FA62.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_08		84888
	300613286	Button_Click_SFX	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Button Click Sound Effect_204010C3.wem		\Actor-Mixer Hierarchy\Items\Keypad_SFX\Button_Click_SFX		117668
	328603660	DoorOpen	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS_Bedroom Door_1_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\DoorSounds\DoorOpen		305248
	388144728	KS__4	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS__4_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\DoorSounds\DoorLocked\KS__4		313440
	390649072	ES_70's, Kick Out - Epidemic Sound	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\ES_70's, Kick Out - Epidemic Sound_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\DoorSlam\ES_70's, Kick Out - Epidemic Sound		517216
	397420369	Thunder Clap Heavy Impact Sound Effect (1)	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Thunder Clap Heavy Impact Sound Effect (1)_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\Outdoor\ThunderAmbience\Thunder Clap Heavy Impact Sound Effect (1)		4193376
	398871403	Thunder Clap Sound Effect	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Thunder Clap Sound Effect_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\Outdoor\ThunderAmbience\Thunder Clap Sound Effect		1812576
	442763405	Keypad_Error_SFX	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Keypad Error Sound Effect_818F3B66.wem		\Actor-Mixer Hierarchy\Items\Keypad_SFX\Keypad_Error_SFX		114784
	446409488	ES_Clicky, 45 BPM - Epidemic Sound	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\ES_Clicky, 45 BPM - Epidemic Sound_818F3B66.wem		\Actor-Mixer Hierarchy\Player_SFX\ES_Clicky, 45 BPM - Epidemic Sound		11520096
	454425690	Knock on wood	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Knock on wood_A6BD9C50.wem		\Actor-Mixer Hierarchy\Enviroment\HorrorAmbience\HorrorDrones\Knock on wood		1336140
	464104037	Thunder Sound Effects	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Thunder Sound Effects_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\Outdoor\ThunderAmbience\Thunder Sound Effects		1834132
	483948221	Thunder Clap Heavy Impact Explosive (1)	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Thunder Clap Heavy Impact Explosive (1)_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\Outdoor\ThunderAmbience\Thunder Clap Heavy Impact Explosive (1)		2572896
	491737182	HighKnock_6	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Hard With Fist_42B80C69.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\HighKnock\HighKnock_6		440284
	505184733	HighKnock_5	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Hard With Fist_E9A302A9.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\HighKnock\HighKnock_5		356612
	528004408	Thunder Clap Heavy Impact Sound Effect	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Thunder Clap Heavy Impact Sound Effect_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\Outdoor\ThunderAmbience\Thunder Clap Heavy Impact Sound Effect		3855456
	534559345	Flick_04	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_2B32CE91.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_04		50876
	545541678	Flick_05	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_3978DF83.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_05		50444
	548334567	FlashlightOn	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flashlight Sound Effect_818F3B66.wem		\Actor-Mixer Hierarchy\Items\Flashlight_On_Off\FlashlightOn		74280
	582011132	HighKnock_3	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Door Knocking Slight Rattle_80EFC830.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\HighKnock\HighKnock_3		345144
	617992626	KS__6	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS__6_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\DoorSounds\DoorLocked\KS__6		299104
	625393619	Light_On	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Light Switch On Reverb Warehouse_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_On		1489080
	658070560	Horror Sound Effects - Resonating Wires (1)	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Horror Sound Effects - Resonating Wires (1)_38E6A96D.wem		\Actor-Mixer Hierarchy\Enviroment\HorrorAmbience\HorrorDrones\Horror Sound Effects - Resonating Wires (1)		1145088
	702419230	Flick_02	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_A2010E43.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_02		54572
	754791402	KS__5	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS__5_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\DoorSounds\DoorLocked\KS__5		303200
	755327924	KS_Eerie Transition_2	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS_Eerie Transition_2_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\HorrorAmbience\HorrorDrones\KS_Eerie Transition_2		1146976
	788948668	Flick_03	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_6CC595A3.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_03		48120
	789622552	Thunder Clap Heavy Impact Explosive	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Thunder Clap Heavy Impact Explosive_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\Outdoor\ThunderAmbience\Thunder Clap Heavy Impact Explosive		1490016
	802834040	Flick_07	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_0B73E82C.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_07		57432
	813595595	Flick_06	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_730B9724.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_06		55480
	819551825	Light_Off	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Large Switch Sound Effect_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Off		1410748
	860442225	EndingVideo	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\EndingVideo_818F3B66.wem		\Actor-Mixer Hierarchy\Music\EndingVideo		5298192
	889004069	HighKnock_2	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Hard With Fist_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\MonsterKnock\HighKnock\HighKnock_2		1771760
	914059636	ES_Slam, Squeak - Epidemic Sound - 0000-0593	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\ES_Slam, Squeak - Epidemic Sound - 0000-0593_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\DoorSlam\ES_Slam, Squeak - Epidemic Sound - 0000-0593		57024
	934252715	FlashlightOff	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flashlight Sound Effect (1)_818F3B66.wem		\Actor-Mixer Hierarchy\Items\Flashlight_On_Off\FlashlightOff		81704
	958601778	Horror Sound Effects - Resonating Wires	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Horror Sound Effects - Resonating Wires_E6869E5F.wem		\Actor-Mixer Hierarchy\Enviroment\HorrorAmbience\HorrorDrones\Horror Sound Effects - Resonating Wires		783324
	971489578	Metal Bangs Sound Effect	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Metal Bangs Sound Effect_B3251DE5.wem		\Actor-Mixer Hierarchy\Enviroment\HorrorAmbience\HorrorDrones\Metal Bangs Sound Effect		3615912
	973496908	KS_Eerie Transition_1	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\KS_Eerie Transition_1_818F3B66.wem		\Actor-Mixer Hierarchy\Enviroment\HorrorAmbience\HorrorDrones\KS_Eerie Transition_1		727136
	1058052366	Flick_01	Y:\Documents\GitHub\P3-Gruppe-6\P3-Gruppe-6_WwiseProject\.cache\Windows\SFX\Flickering Sound Effect_3CD25A16.wem		\Actor-Mixer Hierarchy\Enviroment\LightSwitch\Light_Flick\Flick_01		63596

